restname,address_x
Dandy's Cafe,"9 rue Nicolas Flamel, 75004 Paris France"
Montmartre Cafe,"170 Rue Montmartre, Paris France"
Terroir et Nature,"22 rue de Douai, 75009 Paris France"
Le Jardin du Marais,"35 rue du Roi de Sicile, 75004 Paris France"
La Source,"5 rue Rameau, 75002 Paris France"
Les Planques,"19 rue Oberkamf, +33 1 48 06 37 94 Paris France"
Berbeche,"39 rue Jouffroy D Abbans, 75017 Paris France"
Le Relais De Prony,"87 rue Pierre Demours Donne Sur La Rue De Prony, 75017 Paris France"
Le Fournil de Paris,"1 Bvd duTemple, 75003 Paris France"
L'Echevin,"24 rue de Trevise, 75009 Paris France"
Gul,"228 boulevard Voltaire, 75011 Paris France"
Kunchapai,"168 rue Saint Charles, 75015 Paris France"
Cafe ou the,"65 rue de la Roquette, 75011 Paris France"
Chaophraya,"6 rue de Poissy, 75005 Paris France"
Sofia,"58 Rue Emile Zola, 93120 Paris France"
La Gastronomie du Vietnam,"45 rue Poliveau, 75005 Paris France"
Grille Montorgueil,"6 rue des Petits Carreaux Metro Sentier, 75002 Paris France"
New Golden Sushi,"265 rue du Faubourg Saint Antoine, 75011 Paris France"
Semoule,"Rue Du Faubourg Montmarte, Paris France"
Le Perchoir de l'Est,"10 Place du 11 Novembre 1918, 75010 Paris France"
L'Epoque,"5 Pl de la Bataille de Stalingrad, 75010 Paris France"
Le Boursault 17,"62 rue des Dames Angle de la rue Boursault, 75017 Paris France"
Pomme de Pain - Lafayette,"10 rue la Fayette, 75009 Paris France"
Aux Delices D’Asie,"119 rue Saint Antoine, 75004 Paris France"
Le Blomet Cafe,"32 rue Blomet, 75015 Paris France"
Pavillon Puebla,"Avenue Darcel Parc des Buttes Chaumont, 75019 Paris France"
Mcdonald's Paris Ledru Rollin,"80 rue Traversiere, 75012 Paris France"
Le Parlement,"117 rue Championnet, 75018 Paris France"
Laduree,"Rue Linois Local N°BT 14 Au Rdc Ilot B Magnetic, 75015 Paris France"
Traiteur Asaitique,"24 avenue Duquesne, 75007 Paris France"
80 Rue Belgrand 75020 Paris France,"80 Rue Belgrand 75020, 75020 Paris France"
Pupetta,"90 boulevard Beaumarchais, 75011 Paris France"
Le Latin St. Jacques,"4 rue Saint Severin Quartier Latin, 75005 Paris France"
80 Rue Belgrand 75020 Paris,"80 Rue Belgrand 75020 Paris, 75020 Paris France"
Ladurée,"Place Louis Armand Gare de Lyon, 75012 Paris France"
Us District,"35 rue de la Jonquiere, 75017 Paris France"
Nini,"24 rue Saussier Leroy, 75017 Paris France"
Five Pizza Original,"94 rue Saint Charles, 75015 Paris France"
Monop Daily La Cantine,"10 rue du Faubourg Montmartre, 75009 Paris France"
La nouvelle Gare,"49 boulevard Vincent Auriol - 75013, 75013 Paris France"
Steak Point,"35 boulevard Haussmann Galeries Lafayette, 75009 Paris France"
Cambuse - Cave a manger,"43 quai de la Seine, 75019 Paris France"
creprie Genia rue mouffetard,"23 rue Mouffetard, 75005 Paris France"
Kilali,"3 rue des 4 Vents, 75006 Paris France"
Shujiuxiang,"170 rue Saint Denis, 75002 Paris France"
Los Pollos,"17 avenue Secretan, 75019 Paris France"
Ung Hung,"24 rue Beaubourg, 75003 Paris France"
Boui-Boui Cafe,"rue Jean-Pierre Timbaud, angle rue St-Maur, 75011 Paris France"
Zen Cafe Brasserie,"46 rue de la Victoire Near Rue Taitbout and Rue Saint Georges, 75009 Paris France"
La Station Rambuteau,"20 rue Beaubourg, 75004 Paris France"
La Maison de l'Epargne,"20, rue Cujas 75005 Paris, 75005 Paris France"
Sushi Hiro,"87 rue de Picpus, 75012 Paris France"
Pizzeria Di Capri,"15 Rue Emile Zola, 94800 Paris France"
Creperie Murat,"46 boulevard Murat, 75016 Paris France"
Dai Dai,"69 rue du Faubourg Saint Denis, 75010 Paris France"
Bisso NA Bisso,"9 rue Berzelius, 75017 Paris France"
Mozaik Pizza Burger,"99 Avenue de Verdun Issy Les Moulineaux 92130, 92130 Paris France"
Ristorante piu buono quartier latin,"Quartier latin, Paris France"
Restaurant la Belle Epoque,"37 rue Leclerc, 75014 Paris France"
Restaurant Oriental LEON,"30 rue du Faubourg Montmartre, 75009 Paris France"
La Menagerie,"6 Rue Helene et Francois Missoffe, 75017 Paris France"
Pizza Di Loretta,"43 rue la Fayette, 75009 Paris France"
La Cave By Pierre Sang,"47 rue Oberkampf, 75011 Paris France"
Raphael H.,"36 rue de Berri, 75008 Paris France"
Chez Bebert,"26 rue d Armaille, 75017 Paris France"
The Pigs,"156 avenue Ledru Rollin, 75011 Paris France"
L'Atelier Vaugirard,"150 rue de Vaugirard, 75015 Paris France"
Planet Sushi (Paris Kleber),"75 avenue Kleber, 75116 Paris France"
Ngoun Heng,"1, rue des Petites Ecuries 75010 Paris, 75010 Paris France"
Tabemono,"7 rue Villiot, 75012 Paris France"
La Place,"Place du 11 novembre 1918 Entrée du Hall central ., 75010 Paris France"
Chicken Deli,"61 rue Leon Frot, 75011 Paris France"
Sarl Atc,"34 rue Saint Severin, 75005 Paris France"
Les Poireaux de Marguerite,"14 rue Alphonse Baudin, 75011 Paris France"
Indiana Cafe - Republique,"1 place de la republique Passage Vendôme, 75003 Paris France"
Pizza Hut,"191 avenue Jean Jaures, 75019 Paris France"
Restaurant Le Prince,"120 rue d Avron, 75020 Paris France"
Duman Le Petit Restaurant Ottoman,"83 rue de la Roquette, 75011 Paris France"
Paul,"41 Boulevard Malesherbes, 75008 Paris France"
L'Etoile du Berger,"54 rue Saint Placide, 75006 Paris France"
Arito Sushi,"166 rue Saint Charles, 75015 Paris France"
La Cantine monop daily,"10 Rue du Fbg Montmartre, 75009 Paris France"
Sinaloa,"17 rue de Lappe, 75011 Paris France"
Kydam,"39 Rue de Paris, 93100 Paris France"
Chez Domi,"21 rue du Faubourg Saint Martin, 75010 Paris France"
Pizza Hut,"51 boulevard Soult, 75012 Paris France"
Entre Potes,"154 Avenue d Italie, 75013 Paris France"
Restaurant Assaporare,"7 rue Saint Nicolas, 75012 Paris France"
PeGast Anjou,"18 rue d Anjou, 75008 Paris France"
Restaurant Natraj,"28 rue Godot de Mauroy, 75009 Paris France"
La Marine,"55Bis Quai de Valmy, 75010 Paris France"
La Fabrique Cookies,"25 rue de Levis, 75017 Paris France"
Gowri Villas,"186 rue du Faubourg Saint Denis, 75010 Paris France"
Traiteur Ju Bin,"9 rue de Lourmel, 75015 Paris France"
Le Bistrot,"10 rue Nelaton, 75015 Paris France"
Twins Pizza,"1 Rue Martin, 92140 Paris France"
Sushi Best,"155 rue Ordener, 75018 Paris France"
Sawadie,"43 rue de Wattignies, 75012 Paris France"
Koscroute,"24 rue Boursault, 75017 Paris France"
DREAM FOOD,"41 rue Mouraud, 75020 Paris France"
Ds Cafe Franklin,"35 rue du Colisee, 75008 Paris France"
Ocean Sushi,"36 rue Mathis Station métro, bus Crimée, 75019 Paris France"
Pizza Il Forno,"1 rue Andre Mazet, 75006 Paris France"
Haagen-Dazs,"194 Rue de Rivoli, 75001 Paris France"
Mill Crepes,"460 Rue Gabriel Peri, 92700 Paris France"
les specialites du Sichuan,"151 avenue de Choisy, 75013 Paris France"
Le Demours,"39 rue Pierre Demours, 75017 Paris France"
Le saint-B,"16 rue des Fosses Saint Bernard, 75005 Paris France"
Bobento,"33 rue Washington, 75008 Paris France"
Pho,"27 boulevard de la Villette, 75010 Paris France"
Le Zebre Dans le Patio,"Avenue de Flandres, 75019 Paris France"
L'Escondida,"13 Grand Rue de la Poste, Paris France"
Limitless,"47 avenue de la Republique, 75011 Paris France"
Diwan Beirut,"60 rue Duhesme, 75018 Paris France"
Merci Jerome,"8 rue de Marignan, 75008 Paris France"
Dalloyau Palais Des Congres,"2 Place de la Porte Maillot Atrium du Palais des Congrès, 75017 Paris France"
L'Imprevu,"30 boulevard de Bonne Nouvelle, 75010 Paris France"
Ce-realiste,"10 rue des Coutures Saint Gervais, 75003 Paris France"
Il Re di Napoli,"77 avenue des Ternes, 75017 Paris France"
Cafe Marco Polo,"121 rue Saint Lazare, 75008 Paris France"
Restaurant Grand Bassam,"25 rue Calmels Prolongee, 75018 Paris France"
Le Modern Brasserie,"121 rue du chemin Vert, 75011 Paris France"
Hokkaido,"18 rue Lauriston, 75116 Paris France"
Crep'way Rueil-Malmaison,"131 Avenue du President Georges Pompidou, 92500 Paris France"
Akita 16,"1 rue de l Assomption, 75016 Paris France"
Grosses Patates,"33 rue de Ponthieu, 75008 Paris France"
Le Royal Vouvray,"22 avenue Jean Moulin, 75014 Paris France"
Dream Sushi Meudon,"1 Galerie des Marchands, 92360 Meudon, 92360 Paris France"
Marguereat,"11 rue du 4 Septembre, 75002 Paris France"
Ristorante Pizzeria Terra Nova,"67 rue de Douai Metro Blanche, 75009 Paris France"
Le 50,"50 rue de Belleville Belleville, 75020 Paris France"
EXKi Gare du Nord,"Rue de Dunkerque 16 Eurostar Terminal, Gare du Nord, 75010 Paris France"
Pupukea,"83 rue Cardinet, 75017 Paris France"
Bagel Chef Choiseul,"9 Passage Choiseul, 75002 Paris France"
Bistrot Benoit,"Rue du Rivoli Louvre museum 2, 75001 Paris France"
Le Stock,"37 rue Saint Sauveur, 75002 Paris France"
Mayim,"65 Rue Marceau, 93100 Paris France"
L'Orangerie - Hotel Lutetia,"45 boulevard Raspail, 75006 Paris France"
Villa Casa,"97 avenue de Villiers 75017 Paris, 75017 Paris France"
Restaurant Top Food,"115 boulevard Davout, 75020 Paris France"
Friends,"101 boulevard Saint Michel, 75005 Paris France"
Mahamaya,"30 Rue Felix Faure, 92700 Paris France"
okey,"172 rue du Faubourg Saint Antoine, 75012 Paris France"
Spyzzas,"101 Boulevard de la Republique, 78400 Paris France"
Arts cafe,"Rue Rubens, Paris France"
Dalloyau Neuilly,"18 Place du Marche, 92200 Paris France"
Mangitalia Traiteur Italien,"3 rue de Vouille, 75015 Paris France"
Wepler Restaurant,"14 avenue de Clichy, 75018 Paris France"
Amhdragon D'Or,"74 avenue de Breteuil, 75007 Paris France"
Larsons News,"90 avenue Gambetta, 75020 Paris France"
Hui Lau Shan,"44 Avenue D'Ivry Centre Commercial Oslo N.36, 75013 Paris France"
Lutece Cafe,"50 boulevard de Charonne, 75020 Paris France"
Bobbi Banhmi,"38 Rue D_Artois, 75008 Paris France"
Verde,"12 rue Notre Dame des Champs, 75006 Paris France"
Restaurant Naina,"218 rue du Faubourg Saint Denis, 75010 Paris France"
Pho Dau Bo,"87 Avenue d Ivry, 75013 Paris France"
L'embuscade,"Rue Cardinet, 75017 Paris France"
King Delices,"112 boulevard de Belleville, 75020 Paris France"
McDonald's,"1 Bd Serurier, 75019 Paris France"
Maine street cafe,"2 avenue du Maine, 75015 Paris France"
PeGast Joubert,"4 rue Joubert, 75009 Paris France"
Hotel Bercy Village,"17 rue Baron le Roy, 75012 Paris France"
Long & Tee,"39 rue la Fayette, 75009 Paris France"
L’After,"3 rue de la Gaite 3 rue de la Gaité, 75014 Paris France"
Cojean Surene,"11 rue de Surene, 75008 Paris France"
Zumo,"Place Raoul-Dautry, 75015 Paris France"
Efes,"25 rue du Faubourg du Temple, 75010 Paris France"
Rivolta!,"104 rue Oberkampf, 75011 Paris France"
Sushi-Da,"29 rue du Rocher, 75008 Paris France"
Le Celtic,"19 rue Rambuteau, 75004 Paris France"
Amazonia,"30 rue Marbeuf, 75008 Paris France"
ESS'Pace,"15 Rue Jean-Antoine de Baif, 75013 Paris France"
Best Chicken House,"105 Rue des Pyrenees Paris 20 75020, 75020 Paris France"
La Maison BLanche,"21 rue de Dunkerque, 75010 Paris France"
Pho Cafe,"7 rue Etienne Dolet, 75020 Paris France"
Planete Afrika Haiti,"52 rue Oberkampf, 75011 Paris France"
Delice Daguerre,"42 rue Daguerre, 75014 Paris France"
Traiteur Asiatique,"145 avenue de Suffren, 75015 Paris France"
Le Vogue - Restaurant du Duplex,"2 B avenue Foch, 75116 Paris France"
Exquis Paris,"46 rue de Belleville, 75020 Paris France"
Le bouillon,"10 rue Saint Marc, 75002 Paris France"
BERLINER wunderbar,"14 rue Frochot, 75009 Paris France"
Zozak,"42 rue Veron, 75018 Paris France"
World Place Lobster Cafe,"32 rue Marbeuf, 75008 Paris France"
Le Sabot Rouge,"Place du Tarte, 45, 75018 Paris France"
La Chope,"53 rue du Faubourg Montmartre, 75009 Paris France"
Sip Babylone,"46 boulevard Raspail, 75007 Paris France"
Le Mirasol,"17 rue Roquepine, 75008 Paris France"
Le Gou-The,"21 rue la Boetie, 75008 Paris France"
Le 16 Grande Armee,"58 avenue de la Grande Armee, 75820 Paris France"
Maison Delcourt,"100 rue Boileau, 75016 Paris France"
The Point,"104 B boulevard Voltaire, 75011 Paris France"
Le Prestige,"2 route de la Ferme Hippodrome de Paris Vincennes, 75012 Paris France"
Yogurt Factory,"30 avenue Corentin Cariou, 75019 Paris France"
Au Pain du Village,"39 rue Joseph Kessel, 75012 Paris France"
Creperie burgers paninis,"81 avenue Parmentier, 75011 Paris France"
Pomme De Pain,"70 rue de Provence, 75009 Paris France"
O'Pays,"13 avenue Corentin Cariou, 75019 Paris France"
Le 17,"17 rue de la Folie Mericourt, 75011 Paris France"
Tikano,"27 rue Mouton Duvernet, 75014 Paris France"
Le Jardin,"81 rue de Crimee, 75019 Paris France"
Delices de Satori,"60 rue des Pyrenees, 75020 Paris France"
Amai Japanese,"57 rue de Turenne, 75003 Paris France"
Nooi Saint Michel,"50 boulevard Saint Michel, 75006 Paris France"
Nabab Kebab,"39 avenue de Clichy, 75017 Paris France"
Yellow Mad Monkey,"8 rue de Lappe, 75011 Paris France"
Cordial Cafe,"30 boulevard Haussmann, 75009 Paris France"
O'Cuisto 11eme,"2 rue Gonnet, 75011 Paris France"
L'Horloge,"72 rue du Cherche Midi, 75006 Paris France"
Lahore Lahore,"158 rue du Faubourg Saint Denis, 75010 Paris France"
L’atelier des gourmands,"93 rue des Entrepreneurs, 75015 Paris France"
Brasserie L'europeen,"2 rue de Lyon, 75012 Paris France"
Jean Bart,"44 rue du Docteur Roux, 75015 Paris France"
Restaurant la Sorelle,"Domaine de Gravagneux, 01320 Paris France"
Interfabric,"44 rue Legendre, 75017 Paris France"
Cafe Notre Dame,Paris France
Le Carroussel,"40 rue Pierre Fontaine, 75009 Paris France"
Le Restaurant Panoramique,"2 av du Professeur Andre Lemierre ibis Paris Porte de Montreuil, 75020 Paris France"
O Petit Naples,"8 rue d Alleray, 75015 Paris France"
Allo sarina,"38 rue Curial, 75019 Paris France"
Cafe Pastis Paris,"63 rue des Cloys, 75018 Paris France"
Stratto,"49 boulevard Saint Michel, 75005 Paris France"
BR 35,"27 boulevard Diderot, 75012 Paris France"
Les Domaines Qui Montent,"51 B avenue de la Republique, 75011 Paris France"
Pizza30.com,"111 boulevard Jourdan, 75014 Paris France"
Home Sweet Momes,"9 rue Saint Bruno, 75018 Paris France"
Les Bledards,"161 quai de Valmy, 75010 Paris France"
La Panthere Ose,"42 rue de Rochechouart, 75009 Paris France"
Paris Milan,"11 rue Elsa Morante, 75013 Paris France"
La Reine,"57 rue de Clignancourt, 75018 Paris France"
Aux Reves d'Afrique Chez Clarice,"148 rue du Chateau, 75014 Paris France"
Dalloyau Raspail,"63 rue de Grenelle Raspail, 75007 Paris France"
Sushi Parisien,"42 rue de Berri, 75008 Paris France"
Zaza,"64 B rue du Ruisseau, 75018 Paris France"
La Rose De Kashmir,"13 rue du Cardinal Lemoine, 75005 Paris France"
Pierre Herme - Galeries Lafayette Gourmet,"35 boulevard Haussmann Rez-de-chaussée, 75009 Paris France"
Chez Rayan,"59 rue Daguerre, 75014 Paris France"
Maddy’s,"58 rue du Faubourg Poissonniere, 75010 Paris France"
L'Entrepot Villette,"216 avenue Jean Jaures, 75019 Paris France"
An Nam,"32 rue Lauriston, 75116 Paris France"
Elysees Mandarin,"23 rue Washington, 75008 Paris France"
Coco & co,"11 rue Bernard Palissy, 75006 Paris France"
"B.B.T (Le Bon, Le Beurre & Le Truand)","31 rue de Chateaudun, 75009 Paris France"
Baba Bey,"55 boulevard du Montparnasse, 75006 Paris France"
L'Oasis,"19 rue Ferdinand Fabre, 75015 Paris France"
Todame,"176 rue de Vaugirard, 75015 Paris France"
l'atelier,"173 rue Saint Martin, 75003 Paris France"
Yaya Secretan,"33 avenue Secretan, 75019 Paris France"
Dafu,"22 B rue Jean Nicot, 75007 Paris France"
Mission Saigon 11eme,"26 rue de la Folie Regnault, 75011 Paris France"
Bistrot de Marius,"6 avenue George V, 75008 Paris France"
La Consigne,"71 boulevard du Montparnasse, 75006 Paris France"
Le Soixante Douze,"72 rue du Chevaleret, 75013 Paris France"
Societe Carthage 2,"35 rue Saint Denis, 75001 Paris France"
La Creperie,"21 rue Jussieu, 75005 Paris France"
Les nuits des thes,"22 rue de Beaune 75007, 75007 Paris France"
Jazz y Jazz,"12 avenue de la Porte de Montmartre, 75018 Paris France"
Au Petit Creux,"53 rue des Petits Champs, 75001 Paris France"
Les Cheminots Brasserie,"54360 Damelevieres 16 rue de Lorraine, 75019 Paris France"
Verona Cucina,"23 boulevard de Rochechouart, 75009 Paris France"
La Piece de Boeuf,"7 avenue Corentin Cariou Métro 7 corentin cariou, 75019 Paris France"
La Maizon,"123 rue Oberkampf, 75011 Paris France"
Pizza Nuit,"6 Place Auguste Metivier, 75020 Paris France"
Papy Youda Cafe,"100 rue de Saussure, 75017 Paris France"
Mister Tacos,"45 rue de l Esperance, 75013 Paris France"
Restaurant Le Grand Palais,"21 avenue Franklin Delano Roosevelt, 75008 Paris France"
Bar Anglais,"2 Place des Pyramides, 75001 Paris France"
Le Balzac restaurant,"29 avenue de Friedland, 75008 Paris France"
La Plaine,"77 avenue Gambetta Place Gambetta, 75020 Paris France"
Sushi Nevada,"10 rue Broca, 75005 Paris France"
Ace Restaurant Club Rooftop,"4 rue du Depart Au-dessus du magasin C&A Montparnasze, 75015 Paris France"
Low Cost Cafe,"81 boulevard de Strasbourg, 75010 Paris France"
Chicky,"8 rue de Hanovre, 75002 Paris France"
Matsusaka,"16 rue de Montyon, 75009 Paris France"
La Consigne,"41 avenue Corentin Cariou, 75019 Paris France"
Couscous Louis Blanc,"20 rue Louis Blanc, 75010 Paris France"
Asia Express,"25 rue de Dunkerque, 75010 Paris France"
Kurry Up,"82 boulevard des Batignolles, 75017 Paris France"
Le Sympathique,"88 Boulevard St Marcel, 75005 Paris France"
Moloko Paris,"26 rue Pierre Fontaine, 75009 Paris France"
Caffe Sabbia,"174 rue de la Roquette 75011, 75011 Paris France"
French Eyes,"131 B avenue de France, 75013 Paris France"
time square,"6 avenue Corentin Cariou, 75019 Paris France"
Maya,"1 boulevard de Magenta, 75010 Paris France"
Le Pain Quotidien,"97 rue Rambuteau, 75001 Paris France"
Brioche Doree,"78 Av. des Champs-Elysees, 75008 Paris France"
Guibine,"boulevard de Picpus, Paris France"
Sushi Aime / Sushi Love,"37 Avenue du Ponant, 92390 Paris France"
O Campus,"31 rue Jussieu, 75005 Paris France"
Lina's Paris Malesherbes,"17 boulevard Malesherbes, 75008 Paris France"
Prego's Marceau,"26 avenue Pierre 1er de Serbie, 75116 Paris France"
Pomme De Pain,"11 rue du Cinema Centre Commercial Forum des Halles, level 3, 75001 Paris France"
L'Atmosphere,"69 Avenue de Coeuilly, 94500 Paris France"
Khatoon,"130 rue Saint Maur, 75011 Paris France"
Best of Cafe,"18 rue de Mogador, 75009 Paris France"
Chez Luisette,"Mercato delle pulci di Clignancourt, Paris France"
Assinie Paris,"74 rue de Tocqueville, 75017 Paris France"
Cantine Sauvage Colisee,"41 rue du Colisee, 75008 Paris France"
Oh Bistrot d'Olga,"27 rue Cambaceres, 75008 Paris France"
Chez Ma Cousine,"12, Rue Norvins, 75018 Paris France"
Cafe Palais Royal,"202 rue Saint Honore, 75001 Paris France"
Cup-Cup Coffee,"Place Louis-Armand, 75012 Paris France"
Boulangerie Beaudet Bruno,"99 rue Monge, 75005 Paris France"
Restaurant Koss,"19 rue Godot de Mauroy, 75009 Paris France"
Le Cafe des Beaux Arts,"7 quai Malaquais, 75006 Paris France"
La Terrase du Lac de St Mande,"Oree du bois de Vincennes, 75012 Paris France"
Go Johnny Go,"Gare Paris Nord  12 rue de Dunkerque Level -1, Near Metro Line 4 Access, 75010 Paris France"
O'Cheez Burger,"Rue Malassis, 75015 Paris France"
Pizza Botticelli,"106 rue Balard, 75015 Paris France"
Maison Fabien Foenix,"6 rue Descombes, 75017 Paris France"
Chez Tofe,"6 avenue Corentin Cariou, 75019 Paris France"
Table Sushi,"15 rue de la Roquette, 75011 Paris France"
New York Cafe,"68 rue Mouffetard, 75005 Paris France"
Cristal,"157 Rue Montmartre, 75002, 75002 Paris France"
Food Factory L'Hay-Les-Roses,"209 Avenue Flouquet, 94240 Paris France"
Sareden Bio,"62 rue d Hautpoul, 75019 Paris France"
Le Gaillon Cafe Bar,"2 rue de la Michodiere, 75002 Paris France"
Pasta et Pizza,"5 rue Mansart, 75009 Paris France"
Jolis Momes,"5 rue Turgot, 75009 Paris France"
Nabab Kebab Argenteuil,"Centre Commercial Cote Seine, 50 Avenue du Marechal Foch, 95100 Paris France"
Chez Luigi,"96 boulevard de Grenelle, 75015 Paris France"
Le Bar-Brasserie-Restaurant le Sympathique,"Paris, France, 75005 Paris France"
Akasen la ligne rouge,"37 rue Poussin, 75016 Paris France"
Domino's Pizza,"55 avenue du General Michel Bizot, 75012 Paris France"
Ahenfie Restaurant,"7 rue Ernestine, 75018 Paris France"
La Cabana,"9 rue Guy Moquet, 75017 Paris France"
Mex&Co,"44 rue Poissonniere, 75002 Paris France"
Le soleil d'Anatolie,"141 avenue Parmentier, 75010 Paris France"
Casa Stella,"23 rue Jean Mermoz, 75008 Paris France"
Le Rosie,"3 rue Muller, 75018 Paris France"
Paris en Scene Diner Croisiere,"Ile Aux Cygnes, Pont de Bir Hakeim, 75015 Paris France"
Nina Sushi,"158 rue de Longchamp, 75116 Paris France"
Fauchon,"Gare de Lyon, 43-49 Place Louis Armand Hall 2, level +1, on the mezzanine, 75012 Paris France"
Le Tir aux Pigeons,"route de l Etoile, 75116 Paris France"
Le Jardin Du Bonheur,"67 avenue du General Michel Bizot, 75012 Paris France"
Bien L'Epicerie,"20 rue Saint Gilles, 75003 Paris France"
Carthage,"239 rue des Pyrenees, 75020 Paris France"
Noon Anjou Madeleine,"24 rue d Anjou, 75008 Paris France"
Pierre Herme - Paul Doumer,"58 avenue Paul Doumer, 75116 Paris France"
Jeita,"49 rue de Douai Metro Blanche, 75009 Paris France"
Le Chantier Interdit,"1 rue de Lappe, 75011 Paris France"
L'Ariel,"242 rue de Tolbiac, 75013 Paris France"
La Cantine Arkose Didot,"101 boulevard Brune, 75014 Paris France"
Pizza Odessa Luxembourg,"83 boulevard Saint Michel, 75005 Paris France"
La Favorite,"6 rue de Rivoli Saint-paul, 75004 Paris France"
Le Babylone,"12 rue de Babylone, 75007 Paris France"
Les Deux Savoies,"23 B boulevard Diderot, 75012 Paris France"
Au chat bleu,"85 boulevard Haussmann, 75008 Paris France"
Flores,"34 boulevard Haussmann, 75009 Paris France"
Cooperative laitiere du Beaufortain,"9 rue Corneille, 75006 Paris France"
Le Limousin Saint-Charles a Paris,"111 rue Saint Charles, 75015 Paris France"
Le Caducee,"2 rue Ballu, 75009 Paris France"
Kaf Conc,"114 rue de Tolbiac, 75013 Paris France"
Restaurant La Passion by G&P,"57 Rue de la Fontaine au Roi, 75011 Paris France"
Saveur Zen Paris,"10 rue de Chateaudun, 75009 Paris France"
Nina Sushi 19e,"157 rue Manin, 75019 Paris France"
Trattoria di Loretta,"57 rue Rodier, 75009 Paris France"
Le Fournil de Paris,"8 avenue Jean Jaures, 75019 Paris France"
Pret a Manger,"123 Bd Haussmann Paris, 75008 Paris France"
MCM Cafe,"98 boulevard de Clichy, 75018 Paris France"
Les Croquises,"32 rue le Peletier, 75009 Paris France"
Paul,"5 Rue Du Havre, 75008 Paris France"
Starbucks Saint-Michel Cluny,"24, boulevard Saint Michel, 75006 Paris France"
Le Trinquet Breizh,"8 Quai Saint-Exupery Trinquet Village, 75016 Paris France"
Bar A Pates & Salades,"7 Passage Choiseul, 75002 Paris France"
Crous Paris Dauphine,"Place Du Marechal De Lattre De Tassigny, 75016 Paris France"
Bagelstein,"18 boulevard Montmartre, 75009 Paris France"
Maison Sizin-sec,"10 Rue Jouffroy D'abbans, 75017 Paris, 75017 Paris France"
Donuterie Paris,"8 rue Juge, 75015 Paris France"
Pizza Hut,"41 boulevard Auguste Blanqui, 75013 Paris France"
Le 53m2 Chez toi ou chez moi,"30 avenue Parmentier, 75011 Paris France"
Au Bon Vivant Restaurant,"90 avenue Jean Jaures, 75019 Paris France"
La Boucherie,"372 rue de Vaugirard, 75015 Paris France"
Poke Zone Abbeville,"18 rue d Abbeville, 75009 Paris France"
Kebab Austerlitz,"14 boulevard de l Hopital, 75005 Paris France"
Nido Restaurant,"2 Rue de l'Eglise, 94300 Paris France"
Starbucks Palais Des Congres,"54 Boulevard Gouvion-Saint-Cyr, 75017 Paris France"
Gusti Gusto,"130 rue Legendre, 75017 Paris France"
Pinky Bloom,"68 Avenue de New York, Paris France"
Place Suisse,"5 avenue Albert de Mun Aquarium De Paris, 75116 Paris France"
Gamila Cantine Marocaine,"19 rue du Rendez Vous, 75012 Paris France"
Restaurant Lou Cancan,"6 Bis Avenue Guy de Maupassant, 06160 Paris France"
Mcdonald's,"Paris Gare De L'est Hall Saint Martin, 75010 Paris France"
Subway,"26, Rue Du Faubourg Du Temple, 75011 Paris France"
Nyamiam,"20 rue du Pont Neuf, 75001 Paris France"
Occo Chicken Clignancourt,"67 rue Letort, 75018 Paris France"
Jardin Dore,"30 rue Geoffroy Saint Hilaire, 75005 Paris France"
Bubble Tea,"26 Rue Royale, 92210 Paris France"
Restaurant des Quatre Chemins,"Rond-point du Peyron, Paris France"
Chez Toye Tiquetonne,"20 rue Tiquetonne, 75002 Paris France"
Minato,"2 rue de Paradis, 75010 Paris France"
Nouille 2,"28 rue Godot de Mauroy, 75009 Paris France"
Dad'sDen Paris,"17 rue Saint Paul, 75 004 Paris France"
KFC - St Lazare,"117 Rue Saint-Lazare Gare St Lazare, 75008 Paris France"
Parsley,"47 Rue Des Trois Bornes, 75011 Paris France"
Le Falilou V.I.P.,"4 rue Hermel, 75018 Paris France"
Pizza Le Prince,"20 rue Saint Laurent, 75010 Paris France"
Awake,"73 rue d Aboukir, 75002 Paris France"
Zhen Bao Fang,"26 rue Eugene Jumin, 75019 Paris France"
PAUL,"Rue De Bellefeuilles Galerie St Didier, Lot 02/0312, 75016 Paris France"
Mimosa Pars,"2 rue Royale, 75008 Paris France"
Banana Leaf,"15 rue Cail, 75010 Paris France"
Chez Foster,"48 rue Dulong, 75017 Paris France"
restaurant Pepite,"20 rue de Nemours, 75011 Paris France"
Paul,"Place Du 11 Novembre 1918, 75010 Paris France"
Nachitos Chicken,"63 rue du Chateau D Eau, 75010 Paris France"
Subway,"10 Avenue D'Italie, 75013 Paris France"
De Nhat Pho,"135 avenue de Choisy, 75013 Paris France"
El Diablito Andaluz,"45 rue Saint Sebastien, 75011 Paris France"
Doni Berliner,"17 Avenue Secretan, 75019 Paris France"
Thai Boxing,"2 rue Pasquier, 75008 Paris France"
NOVETTINO - Madeleine,"34 Rue Godot de Mauroy, 75009 Paris France"
Mega Sushi,"56 rue des Alouettes, 75019 Paris France"
Haagen-Dazs,"8 rue du Colonel Pierre Avia 8-17 rue du Colonel Pierre Avia, 75015 Paris France"
Le Val Girard,"283 rue de Vaugirard, 75015 Paris France"
Cafe Des Temps,"Quai Francois Mauriac National Library Of France, 75013 Paris France"
Aletinetine,"9 rue Danton, 75006 Paris France"
Restaurant Mcdonald's Paris,"5 rue du Renard, 75004 Paris France"
